"REC_NUM","FINALWT","AGYOWNK","LFSSTAT","PROV","CMA","AGE_12","SEX","MARSTAT","EDUC","IMMIG","EFAMTYPE","HRLYEARN","COWMAIN","PERMTEMP","FIRMSIZE","SURVYEAR","UNION","NOC_10","UTOTHRS","TENURE","HRSTOT"
17675,116,2,1,47,0,4,2,6,2,3,14,30.5254937820044,2,1,3,2020,2,2,37.5,53,1912.5
27838,233,0,1,35,0,11,1,1,4,2,2,25,2,1,2,2021,2,7,17,132,867
97234,1000,0,1,24,2,12,1,1,4,3,5,16.9757666417352,2,1,3,2018,2,7,35,240,1785
57489,1038,0,2,35,4,9,2,1,2,2,18,35.983545250561,2,1,4,2018,1,10,44,163,2200
12148,184,2,1,24,0,8,2,1,5,3,3,11.8573680351906,2,1,1,2019,2,1,35,125,1785
15667,537,0,1,35,5,1,2,6,1,3,6,14.8167539267016,2,1,4,2018,2,7,10,1,510
71475,71,0,1,48,0,2,2,6,5,3,4,16,1,2,4,2021,2,7,30,74,1530
26041,138,2,1,24,0,6,2,2,4,3,3,13.7584143605086,2,1,4,2018,2,8,32.5,7,1657.5
76061,787,0,1,59,9,4,2,1,5,1,1,46.15,2,1,4,2021,2,1,37.5,124,1912.5
68739,298,0,1,24,0,8,2,1,4,3,8,20.1084517576664,2,3,4,2018,2,2,37,6,1887
29934,126,4,1,46,0,9,2,1,4,2,4,21.7373811265545,1,1,2,2020,1,4,30,151,1530
20268,115,0,1,48,0,1,1,6,1,3,16,14.3934181002244,2,1,4,2018,2,7,15,10,765
39422,168,2,1,35,0,7,1,1,2,2,3,23.8076079005121,2,1,4,2020,1,10,40,63,2040
68354,98,0,1,12,0,10,1,2,4,3,2,15.5267008046818,1,1,2,2020,2,5,42,41,2142
30207,117,0,1,47,0,12,2,6,2,3,1,13.4357717629846,2,1,4,2020,2,2,2,71,102
34826,86,0,1,13,0,4,1,1,2,3,5,13.0387434554974,2,1,2,2018,2,8,50,61,2550
18168,63,1,1,46,6,5,1,1,2,1,3,14.4357516828721,2,1,3,2018,1,8,55,98,2805
60619,716,0,1,48,8,6,1,2,5,1,2,25,2,1,2,2021,2,8,40,102,2040
7088,108,0,1,13,0,4,1,1,6,3,2,23.0032667179093,2,3,2,2017,2,2,50,15,2550
83349,379,0,1,59,0,5,1,1,5,3,5,44.06,2,1,1,2021,2,3,37.5,58,1912.5
35660,565,4,1,48,8,8,2,1,4,3,10,28.7564516129032,2,1,1,2019,2,2,30,232,1530
29474,1286,0,1,24,2,5,1,6,2,2,1,30,2,1,4,2021,2,8,40,69,2040
61940,119,0,1,47,0,9,2,2,4,3,2,24.8074794315632,1,1,4,2018,2,2,36,88,1836
87608,113,0,1,59,0,7,2,5,3,3,1,13.0514988470407,2,3,4,2017,2,7,4,3,204
27617,883,1,1,35,4,4,2,1,4,2,3,17.401998462721,2,1,3,2017,2,7,40,129,2040
33697,104,0,1,59,0,3,1,6,2,3,5,15.1448391922214,2,1,1,2018,2,8,50,1,2550
20547,777,0,1,48,8,9,2,1,1,3,2,30.4534973097617,2,1,1,2017,2,2,37.5,131,1912.5
56788,817,0,1,59,9,10,1,1,2,3,5,22.881301421092,2,1,1,2018,2,8,37,39,1887
53446,339,3,1,24,1,7,1,1,4,3,3,20.7478005865103,2,1,1,2019,2,8,40,71,2040
72312,430,2,1,35,0,4,2,6,3,3,14,18.5331283627979,2,1,4,2017,2,2,39.5,11,2014.5
737,864,0,1,35,0,3,2,2,5,3,2,23,2,1,4,2021,2,7,40,146,2040
24018,142,0,1,47,0,11,1,1,1,3,5,10.462951575711,2,1,1,2017,2,8,40,229,2040
54130,846,0,2,35,3,6,2,4,4,3,1,45.13,1,1,4,2021,1,2,37.5,43,1875
54505,328,2,1,35,0,5,2,5,2,3,14,20.6440615835777,2,1,4,2019,2,7,37.5,165,1912.5
55145,137,0,1,46,6,1,1,6,1,3,3,16.3143735588009,2,1,2,2017,2,6,15,1,765
4937,235,2,1,12,0,3,1,1,4,3,3,16.8805160807779,2,1,4,2018,1,7,40,37,2040
39890,502,3,1,59,0,6,2,1,5,1,3,17.79,2,1,4,2021,2,7,40,157,2040
32393,109,0,1,48,0,10,1,1,2,3,5,39.8104608632041,2,1,4,2020,2,7,40,133,2040
66913,52,0,1,11,0,9,1,1,1,3,2,16.8487658937921,1,3,4,2018,2,8,40,2,2040
60854,423,2,1,35,3,8,1,1,6,2,3,28.2896488661302,1,1,4,2020,1,2,38,46,1938
69578,236,0,1,35,0,6,1,1,2,3,2,33.6411850768105,2,1,4,2020,2,8,40,7,2040
13134,129,0,2,24,0,3,1,6,4,3,5,30.4534973097617,2,1,4,2017,2,7,35,4,1715
75598,114,3,1,47,0,6,2,1,5,1,3,24.2216532553036,2,1,2,2020,1,4,30,60,1530
34662,603,0,1,35,3,10,2,1,4,2,2,14.8167539267016,2,1,4,2018,2,5,15,3,765
61419,313,1,1,35,0,3,2,2,4,3,3,17,1,3,4,2021,2,2,15,3,765
69464,244,0,1,13,0,1,1,6,1,3,14,11.9638739431207,2,1,1,2017,2,7,25,14,1275
775,126,0,1,12,0,10,2,5,5,3,18,11.9299853372434,2,1,4,2019,2,7,32.3,8,1647.3
12616,159,0,1,10,0,9,2,1,4,3,2,15.5,2,1,4,2021,2,7,40,194,2040
20691,198,1,1,12,0,5,1,1,4,3,3,22.8225806451613,2,1,2,2019,2,8,40,161,2040
38443,86,0,1,13,0,9,2,1,2,3,2,31.7586471944658,1,1,4,2017,1,5,38.2,240,1948.2
22206,184,0,1,46,0,9,2,3,4,3,1,21.9133504023409,1,1,4,2020,1,4,37.5,240,1912.5
75073,301,0,1,48,8,8,2,1,4,2,2,24.3418100224383,2,1,2,2018,2,3,44,7,2244
5812,1172,2,1,35,4,7,2,2,4,3,3,35.4130668716372,1,1,4,2017,2,2,37.5,52,1912.5
28660,98,2,1,35,0,6,1,1,4,3,3,26.7230740463725,1,1,2,2018,1,5,40,240,2040
36910,91,1,1,24,0,4,2,2,5,3,3,33.866866118175,1,3,4,2018,1,5,35,76,1785
93649,226,0,1,35,0,3,1,6,5,3,7,51.7709454265949,2,1,4,2017,2,3,40,3,2040
58240,273,0,1,35,0,10,2,5,6,3,3,21.9133504023409,2,1,2,2020,2,4,16.5,190,841.5
71332,87,0,1,48,7,9,2,4,4,3,1,24.8427212874909,2,1,4,2020,1,7,28,106,1428
89251,168,1,1,10,0,5,1,1,4,1,6,55.3240102639296,2,1,3,2019,2,3,37.5,2,1912.5
97291,54,0,1,11,0,6,2,5,2,3,11,15.3533724340176,2,1,4,2019,2,7,30,96,1530
14396,64,1,1,48,0,7,1,1,6,3,6,55.0854105571848,1,1,3,2019,1,5,37.3,96,1902.3
65615,1263,1,1,24,2,3,2,2,2,3,3,23.29,2,1,4,2021,1,7,40,110,2040
4432,76,2,2,46,6,6,2,1,3,3,3,18.520942408377,2,1,3,2018,1,2,40,65,1960
24609,162,0,1,13,0,3,1,6,4,3,8,13.7584143605086,2,1,1,2018,2,10,40,25,2040
60424,124,0,1,48,7,2,1,6,3,2,7,15.5608504398827,2,1,4,2019,2,7,17,15,867
50323,597,0,1,35,3,6,1,6,3,3,1,16.3143735588009,2,4,4,2017,2,7,40,18,2040
34261,176,0,2,12,0,7,1,5,4,3,1,36.308651026393,2,1,4,2019,1,10,40,103,2000
15605,54,0,2,46,0,7,2,1,4,3,8,23.71,2,1,1,2021,1,5,40,190,1880
39961,563,0,1,24,1,2,2,6,5,3,1,14.8167539267016,2,1,1,2018,2,2,16,13,816
82189,631,0,1,48,7,3,1,6,6,3,1,17.0235703812317,1,1,4,2019,1,4,75,13,3825
42667,664,0,1,48,8,1,2,6,2,3,3,17.401998462721,2,4,4,2017,2,7,20,9,1020
14738,285,0,2,24,0,8,2,2,4,3,2,36.8273460410557,1,1,4,2019,1,2,33.5,240,1675
47563,366,0,1,59,0,11,2,2,4,3,2,25.78,1,1,4,2021,1,4,35.5,109,1810.5
19041,502,0,1,24,1,7,1,6,4,3,1,33.866866118175,1,1,4,2018,1,5,40,189,2040
10749,909,0,1,35,4,2,2,6,5,2,7,16.3143735588009,2,3,1,2017,2,6,37,4,1887
11592,326,3,1,24,0,8,1,6,5,3,14,28.7568024596464,2,1,3,2017,2,7,40,240,2040
11796,162,0,1,46,6,5,1,1,2,3,2,33.9197830964847,2,1,4,2018,2,1,45,179,2295
63804,176,0,2,59,0,7,1,1,4,3,2,45.81,2,1,4,2021,1,8,37.5,240,1650
14125,95,2,1,24,0,5,1,2,2,3,6,17.199926686217,2,2,4,2019,2,10,63,4,3213
66279,68,0,1,46,6,3,2,6,6,1,3,22.8401229823213,2,1,4,2017,2,4,37,16,1887
42766,135,0,1,24,0,9,1,6,1,3,18,18.3,2,1,4,2021,2,7,40,75,2040
24023,646,3,1,24,0,9,1,2,4,3,3,33.6618873445501,2,1,4,2020,2,1,44,240,2244
83104,204,2,1,35,0,4,2,6,2,3,14,21.2768695014663,2,1,3,2019,2,7,37.5,75,1912.5
46087,88,2,1,35,0,6,2,1,4,3,3,41.2753651037663,2,1,4,2017,2,3,37.5,240,1912.5
30421,147,0,1,10,0,5,1,6,4,3,1,41.2752430815258,2,1,4,2018,1,8,46,79,2346
7216,201,1,1,12,0,5,2,2,4,3,3,14.1391237509608,2,1,3,2017,2,8,40,58,2040
87306,462,0,1,35,0,3,2,1,5,3,18,20.1084517576664,2,1,1,2018,2,2,37,55,1887
62367,435,3,1,24,1,7,2,1,6,3,3,47.48,1,1,4,2021,1,2,35,240,1785
18,107,0,1,35,0,9,2,1,2,2,2,43.5703812316716,1,1,4,2019,1,5,37.5,128,1912.5
99856,276,2,1,12,0,6,1,1,4,3,6,20.0775557263643,1,1,4,2017,1,3,40,140,2040
38137,210,0,2,35,0,8,2,1,2,3,2,24.3251645940015,2,1,4,2020,1,7,37,240,1850
61129,588,0,1,35,0,4,2,2,6,3,2,43.474762253109,1,1,4,2020,1,4,37.5,70,1912.5
28778,181,1,1,47,0,6,1,1,4,1,3,31.39142228739,2,1,3,2019,2,3,48.5,76,2473.5
50234,246,0,1,12,0,11,2,1,6,3,2,23.5253266717909,1,1,1,2017,2,5,40,240,2040
82310,202,0,1,24,0,2,2,6,4,3,3,14.5234604105572,2,1,2,2019,2,7,18,23,918
85070,188,2,1,24,0,6,1,2,4,2,3,23.8076079005121,2,1,3,2020,2,7,40,136,2040
77242,200,4,1,59,0,9,2,1,4,3,4,38.1967008797654,1,1,4,2019,1,2,35,240,1785
49110,151,3,1,35,0,9,1,1,2,3,3,19.470482809071,1,1,4,2020,2,2,40,127,2040
47262,239,0,1,35,0,5,1,1,0,3,18,14.5234604105572,2,2,1,2019,2,9,40,3,2040
95321,122,2,2,35,0,5,2,1,4,3,3,17.6356304985337,2,1,1,2019,2,4,20,62,1000
67084,115,0,1,59,0,5,2,6,2,3,1,14.3678519061584,2,3,1,2019,2,5,40,7,2040
5467,837,0,1,59,9,3,1,6,2,1,1,23.8599706744868,2,1,4,2019,2,3,40,38,2040
80403,59,0,1,13,0,1,2,6,2,3,4,12.7080278592375,2,1,3,2019,2,9,35,6,1785
81957,953,2,1,24,2,7,1,2,3,3,3,33.4662182936203,1,1,4,2017,1,8,37.5,21,1912.5
45917,687,0,2,35,3,1,1,6,2,3,3,14.5234604105572,2,4,4,2019,1,7,15,14,735
6068,1003,1,1,35,4,6,2,1,6,3,3,81.4074794315632,2,1,4,2018,2,5,40,142,2040
24019,120,0,2,35,0,8,2,6,4,3,1,47.770482809071,2,1,2,2020,2,1,37.5,240,1875
19438,217,0,1,24,0,8,2,1,2,3,2,28.983174835406,1,1,4,2020,1,4,37.5,98,1912.5
14175,172,0,1,46,6,1,2,6,1,2,14,11.9638739431207,1,2,2,2017,2,6,30,1,1530
87132,195,0,1,59,9,4,2,6,5,3,9,13.0514988470407,2,1,1,2017,2,2,28,44,1428
8209,158,0,1,24,0,4,2,2,4,3,2,41.3297463489623,2,1,4,2017,1,4,35,91,1785
75333,100,2,2,10,0,5,2,4,6,3,14,40.7037397157816,1,1,4,2018,1,5,40,151,1920
44278,185,0,1,24,0,2,2,2,4,3,2,14.4110299769408,2,1,1,2017,2,7,38,9,1938
37442,53,2,1,11,0,5,2,1,2,3,3,19.3488470407379,2,1,4,2017,2,7,40,239,2040
14525,508,1,1,35,5,4,2,1,5,3,3,15,2,1,4,2021,1,7,5,40,255
71665,40,1,1,11,0,7,1,2,1,3,3,14.5234604105572,2,2,2,2019,2,7,40,2,2040
68132,186,0,1,24,0,1,1,6,1,3,14,15,2,4,4,2021,2,7,23,15,1173
10855,388,0,1,24,0,7,1,6,2,3,1,30.88,1,1,4,2021,1,8,40,197,2040
55321,119,2,1,47,0,6,1,2,5,1,3,15,2,1,4,2021,2,7,40,14,2040
63939,301,0,1,35,0,4,1,6,4,3,11,20.7022677395757,2,1,2,2020,1,8,35,37,1785
92400,87,0,1,13,0,9,1,1,1,3,5,20.7478005865103,2,2,2,2019,2,8,40,3,2040
9368,587,0,1,48,7,9,1,1,5,3,5,86.2812836279785,2,1,1,2017,2,2,40,198,2040
40467,163,0,1,10,0,3,2,6,6,3,1,12.0590709583029,2,3,1,2020,2,6,35,28,1785
898,599,1,1,35,3,6,2,1,5,2,3,46.15,2,1,4,2021,1,5,35,109,1785
18344,870,3,1,35,4,7,1,2,5,2,3,23.1990392006149,2,1,3,2017,2,9,45,22,2295
9238,99,1,1,47,0,5,2,1,5,1,3,16.9651832460733,2,1,4,2018,2,4,56,2,2856
64986,114,4,1,46,6,7,2,1,5,3,4,48.08,1,1,4,2021,1,4,40,182,2040
20661,153,0,1,24,0,8,1,5,4,3,1,25.25,2,1,3,2021,2,3,40,163,2040
12489,1022,0,2,35,4,2,1,6,3,2,4,16.5618141916606,2,3,2,2020,2,3,20,15,1000
13247,1080,1,1,24,2,4,2,2,4,3,3,21.7851906158358,2,1,3,2019,1,4,36.3,126,1851.3
31966,60,0,2,46,6,10,1,1,4,3,5,30.8015372790161,2,1,2,2017,2,2,40,94,1040
25627,238,0,1,13,0,2,1,6,4,3,4,15.5267008046818,2,1,1,2020,2,9,25,2,1275
2257,389,2,1,59,0,7,1,1,2,3,3,39.8104608632041,1,1,4,2020,2,5,48,139,2448
6366,242,0,1,24,0,8,2,1,4,3,2,33.1132772494514,1,1,4,2020,1,2,35,240,1785
14030,142,0,1,47,0,1,1,6,3,3,3,14.29,2,1,4,2021,1,6,36,32,1836
43529,91,2,2,59,0,7,2,1,5,3,3,39.8980205278592,1,1,3,2019,1,5,40,240,1880
55176,94,1,1,24,0,5,1,2,4,3,3,25.102382782475,2,1,4,2017,2,7,50,35,2550
5055,218,0,1,47,0,5,1,6,5,3,1,37.9995967741935,1,1,4,2019,1,4,32,85,1632
20576,212,0,1,35,0,8,2,1,2,3,18,40.6968108504399,2,1,1,2019,2,9,40,73,2040
24412,110,0,1,13,0,10,2,1,2,3,2,16.55,2,1,4,2021,2,7,37.5,230,1912.5
41391,400,0,1,24,1,9,2,5,4,3,1,52.4400659824047,1,1,4,2019,2,1,35,23,1785
61911,486,0,1,48,0,1,1,6,1,3,3,15,2,2,1,2021,2,7,14,4,714
51894,189,4,2,24,0,8,1,1,5,3,4,71.239431206764,1,1,4,2017,1,5,32,240,1568
17148,269,0,1,59,0,1,2,6,1,3,3,13.7584143605086,2,1,4,2018,2,7,38,14,1938
53618,220,0,1,24,0,1,1,6,1,3,3,13.5599853694221,2,2,2,2020,2,7,30,1,1530
22959,1075,3,1,24,2,7,1,2,2,3,3,28.151832460733,1,1,4,2018,1,2,35,114,1785
11957,695,0,1,35,4,12,1,5,4,2,1,29.3658724058417,2,1,4,2017,2,8,36,240,1836
30314,118,3,1,59,9,7,2,1,5,2,3,23.5253266717909,1,1,4,2017,2,2,40,38,2040
17578,147,0,1,24,0,2,1,6,1,3,15,15.8750934928945,2,2,1,2018,2,7,30,2,1530
59736,1309,0,1,24,2,3,1,6,2,3,3,15.5267008046818,2,1,1,2020,2,6,30,63,1530
101115,123,0,1,24,0,2,2,6,1,3,1,13.7584550345888,2,1,2,2017,2,4,30,7,1530
31100,110,2,1,12,0,6,1,1,4,3,3,26.5883064516129,2,1,4,2019,1,4,42,157,2142
41568,114,0,1,10,0,5,2,6,5,3,1,31.43,1,1,1,2021,1,5,35,134,1785
93370,55,0,1,46,0,8,1,6,4,2,1,15.2267486548809,2,1,2,2017,2,7,40,4,2040
30248,144,3,1,46,6,8,2,1,3,3,3,15.4442736356649,2,1,4,2017,2,7,25,83,1275
20448,79,0,1,12,0,9,2,5,5,3,1,18.82,1,1,4,2021,1,2,40,19,2040
76083,358,1,1,24,0,4,1,2,4,3,6,19.5772482705611,2,1,1,2017,1,8,40,32,2040
53561,222,4,1,48,0,9,1,1,4,3,4,48.6059569561875,1,1,4,2017,1,3,38.8,240,1978.8
60669,142,0,1,47,0,9,1,1,4,3,2,25.4001495886313,2,2,1,2018,2,8,40,50,2040
46121,1257,0,1,35,4,3,1,6,2,3,1,19.3358638743455,2,1,3,2018,2,2,40,48,2040
81520,940,1,1,48,7,5,1,1,4,3,3,33.6101316752012,2,1,2,2020,2,8,44,77,2244
70583,94,0,1,48,8,4,2,1,6,1,2,20.0775557263643,2,1,2,2017,1,7,40,11,2040
80152,145,3,2,59,0,6,2,1,5,3,3,70.9087509349289,2,3,3,2018,1,5,30,11,1350
55773,89,0,1,35,0,3,2,6,4,3,18,16.5982404692082,2,1,3,2019,2,7,37.5,58,1912.5
5651,87,3,1,48,0,7,1,1,1,3,6,51.7709454265949,2,1,4,2017,1,7,40,74,2040
89477,270,0,1,59,0,2,1,1,2,3,5,23.2834704562453,2,1,3,2018,2,7,40,4,2040
39268,63,0,1,46,0,9,2,1,1,3,2,13.2292445774121,2,1,1,2018,2,7,28,8,1428
26164,113,0,1,47,0,9,1,1,2,3,2,38.8167520117045,2,1,4,2020,2,1,40,117,2040
69769,449,0,1,35,0,12,1,1,4,2,5,47.770482809071,2,1,2,2020,2,1,50,240,2550
28156,815,3,1,48,7,8,2,1,2,3,3,29.863021214338,2,1,2,2020,2,7,50,126,2550
23672,96,2,1,10,0,6,2,1,4,3,3,30.5330964846672,2,1,4,2018,2,7,40,240,2040
11730,958,0,1,24,2,9,2,2,2,3,2,14,2,1,3,2021,2,7,40,135,2040
76219,1057,0,1,35,4,3,1,6,3,3,18,29.9287023460411,2,1,3,2019,1,8,40,12,2040
17901,812,3,2,24,2,6,2,1,4,2,3,22.8225806451613,2,1,1,2019,2,1,44,239,2024
34427,359,3,1,35,0,6,2,1,2,3,3,20.25,2,1,1,2021,2,10,35,133,1785
4750,136,0,1,24,0,4,1,2,2,3,2,23,2,1,4,2021,1,10,38,4,1938
91528,117,0,1,12,0,4,1,6,0,3,1,19.0334358186011,2,1,3,2017,2,8,40,25,2040
1432,548,3,2,35,0,7,2,1,6,3,3,49.3503739715782,1,1,4,2018,1,5,40,227,1920
51033,62,0,1,11,0,10,1,2,4,3,5,39.2825530358449,1,1,4,2020,1,3,37.5,240,1912.5
28720,615,2,1,48,8,8,1,1,4,3,3,59.0765145848915,2,4,4,2018,1,8,66,1,3366
93505,876,2,2,59,9,6,1,1,6,3,3,57.5136049192929,2,1,4,2017,2,3,40,37,2000
51071,77,0,1,24,0,10,1,6,4,3,1,19.75,2,1,4,2021,2,4,33,154,1683
99217,161,0,1,24,0,1,2,6,1,3,3,12.2357801691007,2,1,4,2017,1,7,20,7,1020
33805,140,0,1,12,0,12,2,4,1,3,1,11.6375864719447,2,1,1,2017,2,7,6,36,306
24082,138,0,1,12,0,6,2,2,2,3,8,13,2,1,3,2021,2,7,32,83,1632
32743,98,0,1,35,0,2,2,6,3,3,4,24,1,1,4,2021,1,4,20,1,1020
77311,204,0,1,46,0,3,1,6,2,2,1,14.8167539267016,2,1,2,2018,2,8,40,5,2040
68448,114,2,2,48,0,6,1,1,4,3,3,29.99,1,1,2,2021,2,8,40,15,2000
97565,56,0,1,35,0,9,2,5,2,3,1,31.2633507853403,2,1,3,2018,2,7,40,219,2040
47749,127,3,1,12,0,7,1,1,4,3,3,57.6062683284458,2,1,4,2019,2,3,40,19,2040
3066,669,0,1,35,3,9,2,3,0,2,3,14,2,1,1,2021,2,10,35,240,1785
25692,358,1,1,35,0,4,2,1,5,3,3,43.59,1,1,4,2021,2,5,37.5,240,1912.5
75344,93,0,1,12,0,5,2,6,5,3,1,14.7638369483919,2,1,2,2018,2,7,40,168,2040
97556,467,3,1,35,5,7,2,1,4,2,3,16.2599923136049,2,1,4,2017,2,10,40,125,2040
33821,260,1,1,35,0,3,1,2,2,3,6,26.2,1,1,3,2021,1,7,40,115,2040
77525,1501,1,2,35,3,3,2,1,4,3,3,38,2,1,1,2021,2,2,45,65,1215
65010,74,0,1,48,0,8,1,2,4,3,5,62.2434017595308,2,1,4,2019,2,8,72,240,3672
90668,257,0,1,35,0,2,1,6,5,3,15,19.0501121914734,2,1,1,2018,2,8,48,27,2448
33516,99,0,1,46,6,6,2,1,6,3,2,39.0738967838444,1,1,3,2018,1,3,43.5,127,2218.5
11115,483,0,1,35,0,2,2,6,4,3,15,15.5608504398827,2,4,1,2019,2,7,20,6,1020
38952,587,0,1,35,0,1,2,6,1,3,3,15.5267008046818,2,2,4,2020,1,7,12,4,612
47217,78,0,1,24,0,2,2,6,4,3,9,12.2357801691007,2,1,1,2017,2,7,35,23,1785
18909,103,4,1,47,0,7,2,4,4,1,15,19.7909498878085,1,1,4,2018,1,7,32,47,1632
68921,145,0,1,47,0,4,1,5,2,3,1,22.2039640987285,2,1,3,2018,2,1,75,37,3825
66436,142,0,1,59,0,1,1,6,2,3,1,13.4860703812317,2,3,4,2019,2,7,14,16,714
9688,76,2,1,46,6,5,1,1,2,1,3,14.8167539267016,2,1,1,2018,2,8,40,103,2040
13365,310,0,1,35,0,9,1,5,6,3,1,34.6626056879324,1,1,4,2017,2,3,35,240,1785
84619,87,2,1,47,0,5,1,1,1,3,6,34.3894794721408,2,1,3,2019,2,3,42,118,2142
90752,327,0,1,35,0,4,2,2,5,3,2,14.8167539267016,2,1,4,2018,2,10,40,2,2040
51023,1287,0,1,35,4,2,1,6,2,3,1,20.1084517576664,1,3,3,2018,2,2,35,23,1785
22347,693,3,2,48,7,5,1,1,4,2,3,41.4045354791514,2,3,4,2020,2,8,44,22,2200
83834,572,1,1,35,0,3,2,1,5,3,3,18.5,2,1,3,2021,2,7,40,123,2040
14088,124,2,1,47,0,5,2,6,5,3,14,38.8167520117045,1,3,4,2020,1,5,40,19,2040
9355,172,0,2,35,0,9,1,1,4,3,2,20.7478005865103,2,4,1,2019,2,8,25,76,1250
78539,210,4,1,10,0,6,2,1,2,3,4,13,2,1,3,2021,2,2,40,102,2040
23842,528,0,1,35,0,1,1,6,2,3,12,14.25,2,1,4,2021,1,7,30,26,1530
98539,523,3,1,35,5,8,1,1,4,3,3,34.925205684368,2,1,2,2018,2,8,40,240,2040
54640,170,0,1,35,0,9,2,5,2,3,1,14.6986100950988,2,1,4,2020,1,7,36,41,1836
60504,169,0,1,59,0,4,2,6,6,3,1,37.1281891495601,1,1,4,2019,1,2,37.5,6,1912.5
29246,97,2,1,48,0,5,2,1,2,3,3,28.85,2,1,4,2021,2,8,40,10,2040
25594,180,0,1,24,1,5,2,6,4,3,1,38.4441111923921,1,1,4,2020,1,2,35,164,1785
48644,106,0,1,46,6,3,2,2,4,3,2,16.24,2,1,4,2021,2,4,16,1,816
93468,144,0,1,12,0,6,1,6,5,3,1,38.46642228739,2,1,3,2019,2,3,36.3,155,1851.3
70460,93,0,1,13,0,8,2,2,1,3,2,21.1667913238594,1,1,3,2018,1,7,40,215,2040
38757,97,0,1,47,0,11,1,1,5,2,2,5.47574981711778,2,1,1,2020,2,7,40,240,2040
4169,303,2,2,35,0,7,2,1,6,3,3,66.1024926686217,1,1,4,2019,1,5,30,227,1440
58122,175,1,1,24,0,5,1,2,4,3,3,49.8777126099707,2,1,4,2019,2,8,40,19,2040
50553,418,0,1,24,0,2,1,2,4,3,4,17.420958302853,2,1,1,2020,2,8,40,25,2040
82068,78,0,1,35,0,9,2,1,5,3,2,59.2670157068063,1,1,4,2018,1,4,40,240,2040
68824,112,0,1,10,0,11,1,2,2,3,5,51.8695014662757,2,2,1,2019,1,9,40,4,2040
51362,477,2,1,24,1,7,1,2,4,3,3,27.35,2,1,4,2021,1,7,40,143,2040
93053,175,4,1,48,8,9,1,3,4,3,15,51.8695014662757,2,1,2,2019,1,8,55,185,2805
42630,1053,4,2,24,2,9,2,2,5,3,10,46.35237746891,1,1,2,2020,2,5,33.5,240,1641.5
9118,166,0,1,47,0,3,2,2,4,3,2,36.3324798829554,1,1,4,2020,1,10,37.3,99,1902.3
41603,449,0,1,48,7,10,2,4,2,3,1,15,2,1,4,2021,2,7,37.5,22,1912.5
31828,103,2,1,47,0,6,2,1,5,1,3,12.5624906507105,2,1,1,2018,2,5,80,9,4080
37965,112,0,1,35,0,3,2,2,2,3,2,25.102382782475,2,1,1,2017,2,2,30,63,1530
84213,365,4,1,59,0,7,1,1,4,2,7,15.1126554498903,2,1,3,2020,2,7,40,225,2040
79456,186,0,1,24,0,2,2,6,3,3,17,19.4249807840123,1,3,4,2017,1,4,28,2,1428
73545,111,0,1,13,0,2,1,6,2,1,4,13,2,3,2,2021,2,10,28,34,1428
12352,421,3,1,48,8,7,2,4,4,3,14,49.7419596110696,1,1,4,2018,1,4,25,240,1275
13907,79,0,1,47,0,1,1,6,1,3,4,12.5076863950807,2,1,4,2017,2,8,40,14,2040
85524,1025,0,1,35,4,8,1,6,5,3,18,20,2,3,4,2021,2,8,40,7,2040
66657,234,2,1,35,0,7,1,1,6,3,3,37.0418848167539,1,1,3,2018,1,5,37.5,167,1912.5
25895,92,0,2,46,0,3,2,2,5,3,2,41.8784966342558,1,1,3,2018,1,5,35,35,1680
47416,336,1,1,12,0,3,2,2,2,1,9,14.2328090709583,2,3,4,2020,2,7,35,7,1785
27529,305,0,1,59,0,11,2,1,4,3,8,14.1391237509608,2,1,1,2017,2,7,32,240,1632
88552,73,0,1,13,0,1,2,6,1,3,14,12.4486803519062,2,1,1,2019,2,7,20,2,1020
62932,138,1,1,24,0,5,1,2,0,3,3,59.8470307917889,2,1,3,2019,1,8,40,126,2040
62981,126,0,1,59,0,9,2,2,2,3,8,15.7854791514265,2,1,3,2020,2,7,32,22,1632
37046,174,0,1,46,6,4,1,2,3,3,2,33.866866118175,2,1,3,2018,1,8,45,87,2295
13027,119,2,1,24,0,4,1,2,4,3,3,26.9129480614484,2,1,3,2020,2,2,40,15,2040
45274,215,1,1,24,0,3,2,2,5,3,3,29,1,1,3,2021,1,5,28,52,1428
21193,232,2,1,35,0,8,2,1,3,3,3,36.308651026393,2,1,4,2019,1,2,35,240,1785
52410,787,1,1,59,9,5,2,1,4,1,3,41.391862170088,2,1,4,2019,2,3,40,74,2040
37110,203,0,1,59,0,8,2,6,4,3,1,43.5049961568025,1,1,4,2017,1,2,35,240,1785
76464,53,0,2,48,0,2,2,6,2,3,3,13.2821615557218,2,1,1,2018,2,8,20,59,1000
49224,124,0,1,35,0,1,1,6,2,3,3,17,2,2,1,2021,2,8,35,13,1785
55438,695,0,1,35,5,1,1,6,3,2,18,18.6320409656181,2,3,2,2020,2,2,42,3,2142
71181,312,0,1,35,0,8,2,1,4,3,2,17.8431085043988,2,1,2,2019,1,7,39,91,1989
54081,151,0,1,12,0,9,2,1,4,3,2,13.7584143605086,2,1,1,2018,2,7,24,94,1224
23323,173,0,1,10,0,11,2,1,2,3,8,16,1,1,2,2021,2,4,30,17,1530
12179,282,0,1,24,0,1,2,2,3,3,18,12.4486803519062,2,1,2,2019,2,7,20,13,1020
42612,322,0,1,48,0,9,1,1,2,3,2,26.395391367959,2,1,3,2020,2,8,45,106,2295
